sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
TC0015_UpdateOrg:/login.html,60,4937,739,21060,2,21085,0.21666666666666667,0.2727024815925825,0.39826368767612036
TC0009_UpdateSameTask:/;jsessionid=1565r9oy88ew89gf57ypx1c4,30,3862,844,14433,2,19278,0.0,0.638325035107877,5.301837977147964
TC0007_UpdatePlanSegment:/login.do,30,7754,7237,13783,264,14213,0.0,2.0891364902506964,42.56982829909471
TC0010_AddFlow:/;jsessionid=n2q7y7rm3mcn1ij525zgqo2at,30,2772,77,7214,3,20187,0.0,0.6221097816394666,2.892405465234432
TC0007_UpdatePlanSegment:/;jsessionid=1xt36437vclwczwcyw7iqm4eq,30,6222,3576,17691,3,23907,0.0,0.9808409076047865,6.686033591757667
TC0010_AddFlow:/home,30,1505,153,5139,6,8688,0.0,0.5656855165651575,2.981449934474761
TC0002_PlannerB:/,60,1599,64,2650,2,20624,0.0,0.2593876721685674,0.6725925716774601
TC0009_UpdateSameTask:/home,30,2242,1153,5686,7,7241,0.0,0.5778231475952926,4.792076208854177
TC0016_UpdateRoles:/login.do,30,18537,19939,24074,960,26589,0.03333333333333333,0.6371726525497526,12.997865803474715
TC0013_UpdatePhase:/login.html,90,3884,51,20997,2,21139,0.1111111111111111,0.5837787348866172,0.845769712261948
TC0008_AddNewGoals:/login.do,30,14743,17063,24651,1210,38964,0.0,0.6633499170812603,14.037322070204532
TC0006_AddNewOrg:/login.do,30,10461,11016,16038,970,19857,0.0,1.4906832298136647,27.92289402173913
TC0012_UpdateAgent:/login.do,30,17126,14188,29695,859,33185,0.0,0.6667555674089879,13.586316717228964
TC0003_PlannerC:/login.do,30,15284,16200,27737,865,32125,0.03333333333333333,0.6803801056857097,12.801201083505317
TC0007_UpdatePlanSegment:/home,30,1600,88,4691,6,16241,0.0,0.7265153900176786,1.3751053825708959
TC0001_PlannerA:/;jsessionid=lh1vm01a5fzp13wv1peqjmq0f,30,3202,351,12058,11,22068,0.0,0.7757149506128148,2.8397176963205255
TC0008_AddNewGoals:/;jsessionid=v4qj4t58e12cxtomr3byrdrp,30,5081,103,23139,2,25897,0.0,0.6912920247943407,3.5601089216996566
TC0012_UpdateAgent:/;jsessionid=itcq1im3tufzyl1asmf75007,30,4010,1009,15162,3,20174,0.0,0.6300932538015627,3.784005345291103
TC0008_AddNewGoals:/home,30,1033,106,2673,16,12297,0.0,0.6942515967786727,0.8124913218550402
TC0006_AddNewOrg:/,60,608,60,409,2,17339,0.0,0.35106196243637,0.6099530180358084
TC0007_UpdatePlanSegment:/plan,150,1086,46,888,4,76372,0.0,0.6812112844919981,2.173778027586786
TC0003_PlannerC:/,60,1497,60,4537,3,22427,0.0,0.26395322748808914,0.8809782656513266
TC0012_UpdateAgent:/home,30,2264,204,7074,5,16198,0.0,0.5782463715040188,2.527286753580309
TC0001_PlannerA:/home,30,816,52,2593,3,6591,0.0,0.6938983207660637,1.436518603703104
TC0002_PlannerB:/home,30,1164,91,3010,5,13667,0.0,0.5795421616922631,1.6698813145948035
TC0007_UpdatePlanSegment:/plan?wicket:interface=:1:indicator:big-form:sg-editor:mo:aspect:name::IBehaviorListener:0:-1&random=0.3922618456124106,30,2040,42,268,5,57912,0.0,0.15155342258145996,0.1003745421823693
TC0008_AddNewGoals:/plan,240,336,58,936,4,7278,0.0,5.482456140350877,1.3311285721628288
TC0003_PlannerC:/home,30,1613,83,5386,12,12311,0.0,0.5869463139771481,2.5913526911488494
TC0006_AddNewOrg:/home,30,1091,55,3752,5,15838,0.0,0.7473655364838943,1.6135261873769962
TC0010_AddFlow:/plan,450,2015,70,3765,4,72832,0.0,2.077571918614583,17.82737952679837
TC0002_PlannerB:/plan,510,970,47,1473,3,77512,0.0,2.21612907430985,6.021150215801001
TC0004_UpdatePlanDetails:/login.do,30,19329,21036,23262,2055,28785,0.26666666666666666,1.0372726644077173,17.328328672809626
TC0001_PlannerA:/plan,750,528,55,711,4,69467,0.0,3.243411550004757,3.0837115398961243
TC0005_AddNewEvents:/plan,270,304,54,810,4,7034,0.0,6.408430646539448,1.4029336000545904
TC0012_UpdateAgent:/plan,210,2845,80,3961,4,77310,0.0,1.124516056482835,8.299094789675335
TC0006_AddNewOrg:/plan,330,685,40,401,4,78985,0.0,1.9383373764309924,2.5694843930801357
TC0003_PlannerC:/plan,630,1147,53,1134,4,69753,0.0,2.7753181704045358,11.477441178673221
TC0001_PlannerA:/plan?wicket:interface=:1:indicator:big-form:sg-editor:mo:aspect:name::IBehaviorListener:0:-1&random=0.04952374825592731,30,321,36,248,5,3474,0.0,0.21143288063204338,0.014770018288944173
TC0008_AddNewGoals:/plan?wicket:interface=:1:indicator:big-form:sg-editor:mo:aspect:goalsDiv:goal:0:category::IBehaviorListener:0:-1&random=0.7321752379604155,30,336,72,1178,5,2646,0.0,0.6948787436592314,0.05021584670974915
TC0012_UpdateAgent:/plan?wicket:interface=:1:indicator:big-form:segment:part:actor:name::IBehaviorListener:0:-1&random=0.9527071632814981,30,321,66,849,6,2813,0.0,0.2065831152733783,0.0129383435477207
TC0009_UpdateSameTask:/plan,240,5913,91,17567,4,70885,0.0,1.1041589988958411,15.712875349362807
TC0016_UpdateRoles:/;jsessionid=18gm35ru9lkeg4xl9oyg8vli,30,3505,3897,7249,4,8889,0.0,0.5814967726929116,8.209061112887907
TC0003_PlannerC:/plan?wicket:interface=:3:indicator:big-form:sg-editor:mo:aspect:name::IBehaviorListener:0:-1&random=0.34656063287857475,30,4058,49,3339,5,40646,0.0,0.15159018099867613,0.27141156039352815
TC0015_UpdateOrg:/login.do,30,19992,19616,30881,702,31553,0.0,0.7101600227251208,15.620977609246284
TC0010_AddFlow:/plan?wicket:interface=:1:indicator:big-form:segment:receives:flows-div:flows:0:flow:name::IBehaviorListener:0:-1&random=0.9942259558057822,30,444,70,831,13,6936,0.0,0.18172676774713326,0.01302611792249959
TC0002_PlannerB:/plan?wicket:interface=:3:indicator:big-form:sg-editor:mo:aspect:name::IBehaviorListener:0:-1&random=0.4138994495518806,30,783,49,2425,5,7111,0.0,0.1767773489290239,0.2038693983677558
TC0008_AddNewGoals:/plan?wicket:interface=:1:indicator:big-form:sg-editor:mo:aspect:goalsDiv:goal:0:organization:name::IBehaviorListener:0:-1&random=0.047894925781012065,30,372,61,731,5,5333,0.0,0.6975446428571429,0.05040849958147321
TC0005_AddNewEvents:/plan?wicket:interface=:1:indicator:big-form:plan:mo:aspect:incidents:eventsDiv:event:1:name-container:name-input::IBehaviorListener:0:-1&random=0.09016340483185992,30,406,67,231,5,6934,0.0,0.7456750845098429,0.05388667602903162
TC0007_UpdatePlanSegment:/logout,30,277,62,304,9,3135,0.0,0.13660269107301412,0.19623296735195683
TC0005_AddNewEvents:/plan?wicket:interface=:1:indicator:big-form:plan:mo:aspect:incidents:eventsDiv:event:1:confirmed::IBehaviorListener:1:-1&random=0.25871927449742615,30,246,54,165,6,4539,0.0,0.7474027753556391,0.054011528687809854
TC0012_UpdateAgent:/logout,30,229,84,341,9,2385,0.0,0.16111707841031148,0.23144845931793773
TC0007_UpdatePlanSegment:/,30,190,42,380,6,2398,0.0,0.13670539986329458,0.196380510936432
TC0004_UpdatePlanDetails:/;jsessionid=1vunvdm5lq1v614sgl9t7lzpr4,30,1011,161,2254,6,14044,0.0,0.7668907691914415,0.9751645220353281
TC0012_UpdateAgent:/,30,169,97,370,5,953,0.0,0.16123571048515825,0.23161887707389434
TC0005_AddNewEvents:/segment.png,30,184,98,261,15,2315,0.0,0.7431444920607396,1.0675444802942853
TC0002_PlannerB:/plan?wicket:interface=:3:indicator:big-form:sg-editor:mo:aspect:goalsDiv:goal:0:category::IBehaviorListener:0:-1&random=0.7597529129175038,30,233,33,109,6,4226,0.0,0.14144538322269162,0.01017559560293452
TC0004_UpdatePlanDetails:/home,30,1270,153,4007,5,7160,0.0,0.6581834137779728,1.4501888849276
TC0001_PlannerA:/plan?wicket:interface=:1:indicator:big-form:plan:mo:aspect:phases:phasesDiv:phase:2:name-container:name-input::IBehaviorListener:0:-1&random=0.46378963077786883,30,336,95,754,15,2996,0.0,0.1430342328597311,0.010401643105749975
TC0004_UpdatePlanDetails:/plan,150,1194,74,2653,5,59328,0.0,1.0450776841078522,2.4324047019786805
TC0004_UpdatePlanDetails:/plan?wicket:interface=:1:indicator:big-form:plan:mo:aspect:name::IBehaviorListener:0:-1&random=0.005395617343375569,30,719,98,2257,7,4029,0.0,0.23167096545013668,0.016183785542187284
TC0005_AddNewEvents:/logout,30,296,83,262,12,5135,0.0,0.7446016381236039,1.0696377047654506
TC0002_PlannerB:/plan?wicket:interface=:3:indicator:big-form:sg-editor:mo:aspect:goalsDiv:goal:0:organization:name::IBehaviorListener:0:-1&random=0.9689886339409747,30,371,45,373,6,4672,0.0,0.13546953741668621,0.475289933032892
TC0004_UpdatePlanDetails:/logout,30,1087,95,4815,9,7832,0.0,0.2090126243625115,0.30025153363013124
TC0001_PlannerA:/plan?wicket:interface=:1:indicator:big-form:plan:mo:aspect:tabs:panel:newInvolvedContainer:newInvolved::IBehaviorListener:0:-1&random=0.822921901842721,30,344,56,1153,10,2740,0.0,0.13889210398388852,0.053807126611727124
TC0004_UpdatePlanDetails:/,30,482,86,2085,5,4925,0.0,0.20860567963730425,0.299666947994604
TC0006_AddNewOrg:/plan?wicket:interface=:1:indicator:big-form:plan:mo:aspect:tabs:panel:newInvolvedContainer:newInvolved::IBehaviorListener:0:-1&random=0.12481855407133524,30,284,38,289,7,4184,0.0,0.1814980851952012,0.07023597776043462
TC0006_AddNewOrg:/logout,30,251,96,326,13,3189,0.0,0.17789795773144526,0.25555458576460544
TC0008_AddNewGoals:/plan?wicket:interface=:1:indicator:big-form:sg-editor:mo:aspect:goalsDiv:goal:0:endsWithSegment::IBehaviorListener:0:-1&random=0.14848660448390094,30,470,57,1718,7,3530,0.0,0.7206514689279108,0.05207832880924356
TC0013_UpdatePhase:/login.do,30,19088,19401,30303,2412,33191,0.0,0.7037792948131466,16.032605508245947
TC0002_PlannerB:/plan?wicket:interface=:3:indicator:big-form:segment:part:task::IBehaviorListener:0:-1&random=0.5962860213474035,30,713,41,1128,10,12051,0.0,0.1321649947794827,0.2735109823603787
TC0001_PlannerA:/plan?wicket:interface=:1:indicator:big-form:segment:part:task::IBehaviorListener:0:-1&random=0.6748635462921264,30,126,54,192,7,1387,0.0,0.13197138860295088,0.141323657905966
TC0008_AddNewGoals:/logout,30,131,63,257,7,1092,0.0,0.7213619313263442,1.0362533212705587
TC0003_PlannerC:/plan?wicket:interface=:3:indicator:big-form:plan:mo:aspect:tabs:panel:newInvolvedContainer:newInvolved::IBehaviorListener:0:-1&random=0.14536738289529483,30,138,58,239,5,1218,0.0,0.13646536509034007,0.06267545039256536
TC0008_AddNewGoals:/,30,201,61,223,5,3202,0.0,0.7199942400460796,1.0342886006911944
TC0002_PlannerB:/logout,30,226,49,184,10,2224,0.0,0.13162397662358175,0.1890809273567273
TC0014_UpdateTransmissionMedia:/login.do,30,21891,19653,31242,2596,31873,0.0,0.7225955632632415,17.631802183442925
TC0001_PlannerA:/plan?wicket:interface=:1:indicator:big-form:segment:part:actor:name::IBehaviorListener:0:-1&random=0.5394079998653609,30,175,64,291,6,1732,0.0,0.13163552755131594,0.14688588049907417
TC0001_PlannerA:/plan?wicket:interface=:1:indicator:big-form:segment:part:organization:name::IBehaviorListener:0:-1&random=0.09072531443656007,30,273,52,118,11,3829,0.0,0.13170025023047544,0.1500062420431099
TC0003_PlannerC:/plan?wicket:interface=:3:indicator:big-form:sg-editor:mo:aspect:context:container:creationDiv:event::IBehaviorListener:0:-1&random=0.9994412394033615,30,132,87,176,6,1133,0.0,0.13567600569839225,0.009716380616421319
TC0001_PlannerA:/logout,30,444,77,1272,7,4375,0.0,0.13129160302670909,0.18860346489481356
TC0003_PlannerC:/plan?wicket:interface=:3:indicator:big-form:sg-editor:mo:aspect:context:container:creationDiv:level::IBehaviorListener:0:-1&random=0.6389264980464004,30,131,90,286,11,528,0.0,0.13539861351819757,0.4270565709511301
TC0001_PlannerA:/,30,264,45,265,5,4533,0.0,0.13131631473894317,0.18863896384861856
TC0016_UpdateRoles:/home,30,2934,3056,4731,38,7387,0.0,0.5722678976785,8.281901252789806
TC0003_PlannerC:/logout,30,539,92,2080,8,3805,0.0,0.13388195182034826,0.19232456164817607
TC0009_UpdateSameTask:/plan?wicket:interface=:1:indicator:big-form:segment:part:task::IBehaviorListener:0:-1&random=0.7455206658306013,30,1709,48,344,5,44471,0.0,0.14562541260533574,0.42804959334103526
TC0010_AddFlow:/plan?wicket:interface=:1:indicator:big-form:segment:receives:flows-div:flows:0:flow:intent::IBehaviorListener:0:-1&random=0.37325538123256385,30,682,136,3007,20,4055,0.0,0.18175319128311695,0.013028011953301546
TC0009_UpdateSameTask:/logout,30,134,80,321,14,366,0.0,0.14038305857249148,0.2016635538673193
TC0009_UpdateSameTask:/,30,203,71,278,5,2678,0.0,0.14041591193114006,0.20171074848701853
TC0015_UpdateOrg:/;jsessionid=1h91r9vfjoebukjamk1rbmrdv,30,6295,5117,11936,3,27003,0.0,0.637850020198584,9.465407765558226
TC0016_UpdateRoles:/plan,150,14563,3989,53724,6,70336,0.0,0.7409749254085242,27.84527810641388
TC0011_UpdatePhase:/login.do,30,18619,21449,22751,2278,23430,0.0,0.6746576112622844,14.822987587705489
TC0015_UpdateOrg:/home,30,3152,3169,5316,5,14348,0.0,0.6300403225806451,9.09003391060778
TC0013_UpdatePhase:/;jsessionid=h8qtame2iq6717ohsf8532rus,30,4612,1870,13025,5,26006,0.0,0.6731589103801103,7.22929282552843
TC0013_UpdatePhase:/home,30,2798,1401,7179,13,10840,0.0,0.6675567423230975,5.988909692089453
TC0013_UpdatePhase:/plan,390,2167,93,2710,4,75802,0.0,2.677449694839387,18.21307398900529
TC0013_UpdatePhase:/plan?wicket:interface=:1:indicator:big-form:plan:mo:aspect:indexed::IBehaviorListener:0:-1&random=0.8376628133096905,30,3514,123,17643,6,25954,0.0,0.26533644661430694,0.02038391972688035
TC0013_UpdatePhase:/plan?wicket:interface=:1:indicator:big-form:entity:mo:aspect:mo-details:name::IBehaviorListener:0:-1&random=0.1660776531605097,30,842,79,2931,6,6095,0.0,0.22135320593226593,0.017077053973290048
TC0013_UpdatePhase:/logout,30,284,103,502,9,3516,0.0,0.20625928166767504,0.2962962923175293
TC0013_UpdatePhase:/,30,62,36,90,5,624,0.0,0.20616431295742707,0.29615986753942897
TC0010_AddFlow:/plan?wicket:interface=:1:indicator:big-form:segment:receives:flows-div:flows:0:flow:other:firstChoice::IBehaviorListener:0:-1&random=0.7691024521234556,30,139,68,250,5,1318,0.0,0.17200454091988027,0.012329231741717982
TC0015_UpdateOrg:/plan,360,7804,437,30269,4,74472,0.0,1.6944445751886246,38.23222031956754
TC0010_AddFlow:/plan?wicket:interface=:1:indicator:big-form:segment:receives:flows-div:flows:0:flow:other:secondChoice:secondChoice-input::IBehaviorListener:0:-1&random=0.829941064898804,30,206,57,266,5,2206,0.0,0.17162275031178134,0.012324211822519193
TC0010_AddFlow:/logout,30,252,66,327,10,4102,0.0,0.1440458642031623,0.20692526000278488
TC0015_UpdateOrg:/plan?wicket:interface=:1:indicator:big-form:entity:mo:aspect:mo-details:name::IBehaviorListener:0:-1&random=0.8394454578606031,30,306,88,487,7,3546,0.0,0.14848397857871135,0.058441399251145804
TC0010_AddFlow:/,30,161,45,322,5,1570,0.0,0.14408322246929825,0.2069789260276736
TC0015_UpdateOrg:/logout,30,168,78,255,13,1848,0.0,0.1424224153892167,0.20459313773197052
TC0015_UpdateOrg:/,30,129,60,229,5,1440,0.0,0.14248261712071128,0.20467961893024053
TC0011_UpdatePhase:/;jsessionid=mldfyrsyazh01a9zwmz394xpw,30,3996,4341,5641,2,19077,0.0,0.7144388083160677,11.181595274880332
TC0011_UpdatePhase:/home,60,2501,1315,6306,12,9121,0.0,0.287865048865092,4.390096610209134
TC0011_UpdatePhase:/plan,300,9156,667,36309,5,71691,0.0,1.4459364366342455,37.23797485456289
TC0011_UpdatePhase:/plan?wicket:interface=:1:indicator:big-form:entity:mo:aspect:mo-details:name::IBehaviorListener:0:-1&random=0.5996661214385959,30,359,109,207,10,6303,0.0,0.1569949081318129,0.03216044781489254
TC0011_UpdatePhase:/logout,30,197,55,353,9,2164,0.0,0.14409567953120872,0.20699682088907034
TC0011_UpdatePhase:/,30,77,31,182,6,374,0.0,0.1441309862402952,0.20704753980417404
TC0016_UpdateRoles:/plan?wicket:interface=:1:indicator:big-form:segment:part:role:name::IBehaviorListener:0:-1&random=0.04610376036565511,30,2729,2314,6924,19,7739,0.0,0.22409633154305264,0.007017599965638562
TC0014_UpdateTransmissionMedia:/;jsessionid=1gcji50fzeuhtuc0ifb6k099k,30,5118,5034,8513,5,26737,0.0,0.6627051624732156,9.746145092392146
TC0014_UpdateTransmissionMedia:/home,30,2646,3126,5371,9,7324,0.0,0.7510702751420775,10.227049130949103
TC0014_UpdateTransmissionMedia:/plan,300,8548,1336,35809,6,75138,0.0,1.486281620641479,34.894897633901586
TC0014_UpdateTransmissionMedia:/plan?wicket:interface=:1:indicator:big-form:entity:mo:aspect:mo-details:name::IBehaviorListener:0:-1&random=0.6374102989115448,30,878,968,2073,16,2190,0.0,0.21618349655187324,0.017198973488697207
TC0014_UpdateTransmissionMedia:/logout,30,280,71,1005,16,1837,0.0,0.14908017531828618,0.2141571659113271
TC0014_UpdateTransmissionMedia:/,30,112,54,178,7,1005,0.0,0.14913205146049988,0.2142316872054642
TC0016_UpdateRoles:/logout,30,245,56,155,8,3827,0.0,0.15456906145665886,0.22204207949486832
TC0016_UpdateRoles:/,30,253,19,229,5,3232,0.0,0.15608172439089107,0.22421505525293045
TOTAL,9930,3129,88,8408,2,78985,0.012990936555891239,42.409799097990984,282.93547787365895
