sampler_label,aggregate_report_count,average,aggregate_report_median,aggregate_report_90%_line,aggregate_report_min,aggregate_report_max,aggregate_report_error%,aggregate_report_rate,aggregate_report_bandwidth
TC0010_AddFlow:/plan?wicket:interface=:1:indicator:big-form:segment:receives:flows-div:flows:0:flow:name::IBehaviorListener:0:-1&random=0.9942259558057822,30,62,12,76,3,1114,0.0,1.0279957509508961,1.0099255131412124
TC0009_UpdateSameTask:/plan?wicket:interface=:1:indicator:big-form:segment:part:task::IBehaviorListener:0:-1&random=0.7455206658306013,30,69,27,217,5,402,0.0,1.2526619065514217,0.08147195603156708
TC0014_UpdateTransmissionMedia:/login.do,30,3983,2500,7733,589,8631,0.0,3.308701885960075,76.61895903413478
TC0010_AddFlow:/plan?wicket:interface=:1:indicator:big-form:segment:receives:flows-div:flows:0:flow:intent::IBehaviorListener:0:-1&random=0.37325538123256385,30,161,12,65,4,3759,0.0,1.0120433154539015,0.9139357310326215
TC0007_UpdatePlanSegment:/logout,30,68,37,138,7,447,0.0,1.074729526402522,1.3654522596188292
TC0012_UpdateAgent:/home,30,710,109,2010,5,3148,0.0,2.9815146094215863,40.292665939922486
TC0006_AddNewOrg:/plan?wicket:interface=:1:indicator:big-form:plan:mo:aspect:tabs:panel:newInvolvedContainer:newInvolved::IBehaviorListener:0:-1&random=0.12481855407133524,30,31,12,44,3,284,0.0,1.3318534961154271,0.08983074361820201
TC0005_AddNewEvents:/segment.png,30,27,17,57,4,224,0.0,4.272287097692965,5.427974134861863
TC0013_UpdatePlace:/plan?wicket:interface=:1:indicator:big-form:plan:mo:aspect:indexed::IBehaviorListener:0:-1&random=0.8376628133096905,30,235,166,683,3,1038,0.0,1.7331022530329288,0.14183004766031196
TC0014_UpdateTransmissionMedia:/;jsessionid=1gcji50fzeuhtuc0ifb6k099k,30,2130,2289,4019,2,4142,0.0,3.0921459492888066,58.85565637239744
TC0007_UpdatePlanSegment:/,30,35,19,81,5,153,0.0,1.0755001075500108,1.366431288986879
TC0008_AddNewGoals:/plan?wicket:interface=:1:indicator:big-form:sg-editor:mo:aspect:goalsDiv:goal:0:endsWithSegment::IBehaviorListener:0:-1&random=0.14848660448390094,30,90,22,174,4,902,0.0,1.011190508291762,0.6705062061817446
TC0012_UpdateAgent:/plan,210,1056,82,3626,2,9000,0.0,7.77921837377292,182.22895009492498
TC0014_UpdateTransmissionMedia:/home,30,866,745,1807,6,2740,0.0,2.8137310073157002,54.10267993223597
TC0014_UpdateTransmissionMedia:/plan,300,1273,389,3409,4,10567,0.0,9.59754302898458,254.27781113035064
TC0009_UpdateSameTask:/logout,30,68,32,226,7,358,0.0,1.1279891713039554,1.4331190545570762
TC0011_UpdatePhase:/plan?wicket:interface=:1:indicator:big-form:entity:mo:aspect:mo-details:name::IBehaviorListener:0:-1&random=0.5996661214385959,30,61,13,97,4,831,0.0,1.0326311441553078,0.4305318910918353
TC0010_AddFlow:/plan?wicket:interface=:1:indicator:big-form:segment:receives:flows-div:flows:0:flow:other:firstChoice::IBehaviorListener:0:-1&random=0.7691024521234556,30,25,14,59,4,116,0.0,0.93603744149766,0.12127047581903277
TC0005_AddNewEvents:/logout,30,47,21,111,6,246,0.0,4.255922825932757,5.407183199744645
TC0009_UpdateSameTask:/,30,36,19,43,4,289,0.0,1.1279891713039554,1.4331190545570762
TC0006_AddNewOrg:/logout,30,48,13,119,7,382,0.0,1.134001134001134,1.4407573001323002
TC0015_UpdateOrg:/plan?wicket:interface=:1:indicator:big-form:entity:mo:aspect:mo-details:name::IBehaviorListener:0:-1&random=0.8394454578606031,30,213,66,471,4,1646,0.0,1.0148163182463974,0.833490577007645
TC0012_UpdateAgent:/plan?wicket:interface=:1:indicator:big-form:segment:part:actor:name::IBehaviorListener:0:-1&random=0.9527071632814981,30,293,45,576,3,3385,0.0,1.2580726327266627,2.198555640883167
TC0010_AddFlow:/plan?wicket:interface=:1:indicator:big-form:segment:receives:flows-div:flows:0:flow:other:secondChoice:secondChoice-input::IBehaviorListener:0:-1&random=0.829941064898804,30,95,14,46,4,2364,0.0,0.9294544102611767,3.891061649936487
TC0008_AddNewGoals:/logout,30,46,27,74,6,399,0.0,0.9645061728395061,1.2254126277970678
TC0011_UpdatePhase:/logout,30,34,21,62,7,221,0.0,0.9593553132295097,1.2188684204214768
TC0008_AddNewGoals:/,30,25,19,49,4,105,0.0,0.9646302250803859,1.2255702371382635
TC0014_UpdateTransmissionMedia:/plan?wicket:interface=:1:indicator:big-form:entity:mo:aspect:mo-details:name::IBehaviorListener:0:-1&random=0.6374102989115448,30,433,248,1077,6,1692,0.0,1.0582010582010584,0.4741236772486772
TC0011_UpdatePhase:/,30,22,10,33,5,201,0.0,0.9592939596457007,1.2187904702139225
TC0012_UpdateAgent:/logout,30,68,23,205,7,373,0.0,1.1137924633376648,1.415082026174123
TC0015_UpdateOrg:/logout,30,79,41,154,9,444,0.0,0.962278675904542,1.2225825755388762
TC0013_UpdatePlace:/plan?wicket:interface=:1:indicator:big-form:entity:mo:aspect:mo-details:name::IBehaviorListener:0:-1&random=0.1660776531605097,30,279,202,573,4,1462,0.0,1.3249712922886672,0.10933600995936756
TC0012_UpdateAgent:/,30,43,16,104,4,396,0.0,1.1138751717224225,1.4151871078231166
TC0015_UpdateOrg:/,30,31,14,95,5,206,0.0,0.962186086789185,1.2224649403444627
TC0010_AddFlow:/logout,30,76,12,29,7,1572,0.0,0.861994655633135,1.0951709443151454
TC0014_UpdateTransmissionMedia:/logout,30,66,33,141,7,360,0.0,0.961939269567448,1.222151357135986
TC0010_AddFlow:/,30,18,7,28,4,184,0.0,0.8620937383258139,1.0952968296502774
TC0013_UpdatePlace:/logout,30,105,26,202,8,994,0.0,1.1978917105893627,1.5219307768327743
TC0014_UpdateTransmissionMedia:/,30,24,17,46,5,109,0.0,0.9614768284084353,1.221563822030639
TC0013_UpdatePlace:/,30,38,13,59,5,498,0.0,1.181660627067906,1.5013090584134237
TC0016_UpdateRoles:/login.do,30,7531,7698,8090,219,8099,0.0,3.704161007531794,95.26277356772441
TC0016_UpdateRoles:/;jsessionid=18gm35ru9lkeg4xl9oyg8vli,30,422,5,1764,2,6966,0.0,3.17359568390987,11.189404157410346
TC0016_UpdateRoles:/home,30,47,9,56,6,474,0.0,10.38781163434903,38.23133981128809
TC0016_UpdateRoles:/plan,150,244,15,150,4,6717,0.0,7.654623392529087,34.92611295034701
TC0016_UpdateRoles:/plan?wicket:interface=:1:indicator:big-form:segment:part:role:name::IBehaviorListener:0:-1&random=0.04610376036565511,30,62,13,102,5,724,0.0,1.7960845357121475,0.11681565437346585
TC0016_UpdateRoles:/logout,30,52,26,118,9,330,0.0,1.530143833520351,1.9440596947363051
TC0016_UpdateRoles:/,30,34,17,100,5,181,0.0,1.5226107699335127,1.934488878597168
TOTAL,6990,635,36,2479,2,14436,0.0,192.97131656682217,1497.4137525708804
